Entry No;Booking date;Ledger account;Amount;Posted by;Narration
b_66;23/03/2023;Deductible input tax, 19%;3.05;Bob;Rake
b_66;23/03/2023;Trade payables;-19.11;Bob;Rake
c_619;23/03/2023;Bank (Postbank) — main account;66.35;David;Shovel
c_619;23/03/2023;Trade receivables;-66.35;David;Shovel
c_649;23/03/2023;Bank (Postbank) — main account;39.27;Bob;Watering Can
c_649;23/03/2023;Trade receivables;-39.27;Bob;Watering Can
c_656;23/03/2023;Bank (Postbank) — main account;1833.91;Alice;Lawn Mower
c_656;23/03/2023;Trade receivables;-1833.91;Alice;Lawn Mower
c_679;23/03/2023;Bank (Postbank) — main account;637.19;David;Leaf Blower
c_679;23/03/2023;Trade receivables;-637.19;David;Leaf Blower
c_70;23/03/2023;Trade receivables;119.57;David;Hedge Trimmer
c_70;23/03/2023;Revenue, 19% VAT;-100.48;David;Hedge Trimmer
c_70;23/03/2023;VAT payable, 19%;-19.09;David;Hedge Trimmer
d_238;23/03/2023;Cost of merchandise, 19% input tax;80.0;David;Garden Hose
d_238;23/03/2023;Deductible input tax, 19%;15.2;David;Garden Hose
d_238;23/03/2023;Trade payables;-95.2;David;Garden Hose
f_236;23/03/2023;Trade payables;154.7;Max;Watering Can
f_236;23/03/2023;Bank (Postbank) — main account;-154.7;Max;Watering Can
f_271;23/03/2023;Trade payables;21.49;Charlie;Garden Shears
f_271;23/03/2023;Bank (Postbank) — main account;-21.49;Charlie;Garden Shears
f_290;23/03/2023;Trade payables;1312.93;Max;Leaf Blower
f_290;23/03/2023;Cash-in-hand;-1312.93;Max;Leaf Blower
f_395;23/03/2023;Trade payables;38.22;Fred;Rake
f_395;23/03/2023;Bank (Postbank) — main account;-38.22;Fred;Rake
g_145;23/03/2023;Cost of merchandise, 19% input tax;198.66;Fred;Garden Shears
g_145;23/03/2023;Deductible input tax, 19%;37.75;Fred;Garden Shears
g_145;23/03/2023;Trade payables;-236.41;Fred;Garden Shears
h_26;23/03/2023;Trade receivables;254.87;Charlie;Leaf Blower
h_26;23/03/2023;Revenue, 19% VAT;-214.18;Charlie;Leaf Blower
h_26;23/03/2023;VAT payable, 19%;-40.69;Charlie;Leaf Blower
h_4;23/03/2023;Trade receivables;509.75;Fred;Leaf Blower
h_4;23/03/2023;Revenue, 19% VAT;-428.36;Fred;Leaf Blower
h_4;23/03/2023;VAT payable, 19%;-81.39;Fred;Leaf Blower
i_5;23/03/2023;Trade receivables;35.46;Fred;Garden Shears
i_5;23/03/2023;Revenue, 19% VAT;-29.8;Fred;Garden Shears
i_5;23/03/2023;VAT payable, 19%;-5.66;Fred;Garden Shears
a_358;24/03/2023;Cost of merchandise, 19% input tax;730.8;Alice;Hedge Trimmer
a_358;24/03/2023;Deductible input tax, 19%;138.85;Alice;Hedge Trimmer
a_358;24/03/2023;Trade payables;-869.65;Alice;Hedge Trimmer
a_498;24/03/2023;Cost of merchandise, 19% input tax;36.12;David;Garden Shears
a_498;24/03/2023;Deductible input tax, 19%;6.86;David;Garden Shears
a_498;24/03/2023;Trade payables;-42.98;David;Garden Shears
a_718;24/03/2023;Trade payables;477.79;David;Wheelbarrow
a_718;24/03/2023;Bank (Postbank) — main account;-477.79;David;Wheelbarrow
c_172;24/03/2023;Trade receivables;157.66;Max;Wheelbarrow
c_172;24/03/2023;Revenue, 19% VAT;-132.49;Max;Wheelbarrow
c_172;24/03/2023;VAT payable, 19%;-25.17;Max;Wheelbarrow
c_183;24/03/2023;Trade receivables;2.44;David;Gardening Gloves
c_183;24/03/2023;Revenue, 19% VAT;-2.05;David;Gardening Gloves
c_183;24/03/2023;VAT payable, 19%;-0.39;David;Gardening Gloves
c_210;24/03/2023;Trade receivables;141.85;Max;Garden Shears
c_210;24/03/2023;Revenue, 19% VAT;-119.2;Max;Garden Shears
c_210;24/03/2023;VAT payable, 19%;-22.65;Max;Garden Shears
c_418;24/03/2023;Bank (Postbank) — main account;119.57;David;Hedge Trimmer
c_418;24/03/2023;Trade receivables;-119.57;David;Hedge Trimmer
c_420;24/03/2023;Bank (Postbank) — main account;119.57;David;Hedge Trimmer
c_420;24/03/2023;Trade receivables;-119.57;David;Hedge Trimmer
c_586;24/03/2023;Bank (Postbank) — main account;315.33;Max;Wheelbarrow
c_586;24/03/2023;Trade receivables;-315.33;Max;Wheelbarrow
e_348;24/03/2023;Trade receivables;509.75;Bob;Leaf Blower
e_348;24/03/2023;Revenue, 19% VAT;-428.36;Bob;Leaf Blower
e_348;24/03/2023;VAT payable, 19%;-81.39;Bob;Leaf Blower
f_106;24/03/2023;Cost of merchandise, 19% input tax;973.5;David;Leaf Blower
f_106;24/03/2023;Deductible input tax, 19%;184.97;David;Leaf Blower
f_106;24/03/2023;Trade payables;-1158.47;David;Leaf Blower
f_143;24/03/2023;Cost of merchandise, 19% input tax;340.0;Bob;Garden Hose
f_143;24/03/2023;Deductible input tax, 19%;64.6;Bob;Garden Hose
f_143;24/03/2023;Trade payables;-404.6;Bob;Garden Hose
f_171;24/03/2023;Cost of merchandise, 19% input tax;7.44;Fred;Gardening Gloves
f_171;24/03/2023;Deductible input tax, 19%;1.41;Fred;Gardening Gloves
f_171;24/03/2023;Trade payables;-8.85;Fred;Gardening Gloves
f_184;24/03/2023;Cost of merchandise, 19% input tax;23.56;Fred;Gardening Gloves
f_184;24/03/2023;Deductible input tax, 19%;4.48;Fred;Gardening Gloves
f_184;24/03/2023;Trade payables;-28.04;Fred;Gardening Gloves
f_227;24/03/2023;Trade payables;308.92;Bob;Leaf Blower
f_227;24/03/2023;Bank (Postbank) — main account;-308.92;Bob;Leaf Blower
f_27;24/03/2023;Cost of merchandise, 19% input tax;259.6;Bob;Leaf Blower
f_27;24/03/2023;Deductible input tax, 19%;49.32;Bob;Leaf Blower
f_27;24/03/2023;Trade payables;-308.92;Bob;Leaf Blower
f_327;24/03/2023;Trade payables;1159.54;Fred;Hedge Trimmer
f_327;24/03/2023;Bank (Postbank) — main account;-1159.54;Fred;Hedge Trimmer
h_35;24/03/2023;Trade receivables;1833.91;Charlie;Lawn Mower
h_35;24/03/2023;Revenue, 19% VAT;-1541.1;Charlie;Lawn Mower
h_35;24/03/2023;VAT payable, 19%;-292.81;Charlie;Lawn Mower
x_72;24/03/2023;Office supplies;186.68;Alice;Office supplies March
x_72;24/03/2023;Deductible input tax, 19%;35.47;Alice;Office supplies March
x_72;24/03/2023;Cash-in-hand;-222.15;Alice;Office supplies March
a_810;27/03/2023;Trade payables;191.11;Alice;Wheelbarrow
a_810;27/03/2023;Bank (Postbank) — main account;-191.11;Alice;Wheelbarrow
b_344;27/03/2023;Cost of merchandise, 19% input tax;186.8;Alice;Lawn Mower
b_344;27/03/2023;Deductible input tax, 19%;35.49;Alice;Lawn Mower
b_344;27/03/2023;Trade payables;-222.29;Alice;Lawn Mower
b_559;27/03/2023;Trade payables;77.23;David;Leaf Blower
b_559;27/03/2023;Cash-in-hand;-77.23;David;Leaf Blower
b_589;27/03/2023;Trade payables;23.8;David;Garden Hose
b_589;27/03/2023;Cash-in-hand;-23.8;David;Garden Hose
c_136;27/03/2023;Trade receivables;33.18;Alice;Shovel
c_136;27/03/2023;Revenue, 19% VAT;-27.88;Alice;Shovel
c_136;27/03/2023;VAT payable, 19%;-5.3;Alice;Shovel
c_264;27/03/2023;Trade receivables;7.32;Max;Gardening Gloves
c_264;27/03/2023;Revenue, 19% VAT;-6.15;Max;Gardening Gloves
c_264;27/03/2023;VAT payable, 19%;-1.17;Max;Gardening Gloves
c_277;27/03/2023;Trade receivables;98.18;Bob;Watering Can
c_277;27/03/2023;Revenue, 19% VAT;-82.5;Bob;Watering Can
c_277;27/03/2023;VAT payable, 19%;-15.68;Bob;Watering Can
d_151;27/03/2023;Cost of merchandise, 19% input tax;180.6;Bob;Garden Shears
d_151;27/03/2023;Deductible input tax, 19%;34.31;Bob;Garden Shears
d_151;27/03/2023;Trade payables;-214.91;Bob;Garden Shears
e_108;27/03/2023;Trade receivables;63.07;Bob;Rake
e_108;27/03/2023;Revenue, 19% VAT;-53.0;Bob;Rake
e_108;27/03/2023;VAT payable, 19%;-10.07;Bob;Rake
e_141;27/03/2023;Trade receivables;239.14;Bob;Hedge Trimmer
e_141;27/03/2023;Revenue, 19% VAT;-200.96;Bob;Hedge Trimmer
e_141;27/03/2023;VAT payable, 19%;-38.18;Bob;Hedge Trimmer
e_281;27/03/2023;Trade receivables;788.32;Alice;Wheelbarrow
e_281;27/03/2023;Revenue, 19% VAT;-662.45;Alice;Wheelbarrow
e_281;27/03/2023;VAT payable, 19%;-125.87;Alice;Wheelbarrow
e_508;27/03/2023;Bank (Postbank) — main account;63.07;Fred;Rake
e_508;27/03/2023;Trade receivables;-63.07;Fred;Rake
e_62;27/03/2023;Trade receivables;63.07;Alice;Rake
e_62;27/03/2023;Revenue, 19% VAT;-53.0;Alice;Rake
e_62;27/03/2023;VAT payable, 19%;-10.07;Alice;Rake
f_344;27/03/2023;Trade payables;210.23;Fred;Rake
f_344;27/03/2023;Bank (Postbank) — main account;-210.23;Fred;Rake
g_31;27/03/2023;Cost of merchandise, 19% input tax;1606.0;Charlie;Wheelbarrow
g_31;27/03/2023;Deductible input tax, 19%;305.14;Charlie;Wheelbarrow
g_31;27/03/2023;Trade payables;-1911.14;Charlie;Wheelbarrow
i_55;27/03/2023;Cash-in-hand;35.46;Fred;Garden Shears
i_55;27/03/2023;Trade receivables;-35.46;Fred;Garden Shears
x_73;27/03/2023;Legal and consulting expenses;2073.69;Alice;Legal and consulting March
x_73;27/03/2023;Deductible input tax, 19%;394.0;Alice;Legal and consulting March
x_73;27/03/2023;Bank (Postbank) — main account;-2467.69;Alice;Legal and consulting March
a_321;28/03/2023;Cost of merchandise, 19% input tax;253.5;Max;Shovel
a_321;28/03/2023;Deductible input tax, 19%;48.17;Max;Shovel
a_321;28/03/2023;Trade payables;-301.67;Max;Shovel
a_552;28/03/2023;Trade payables;76.45;Alice;Rake
a_552;28/03/2023;Bank (Postbank) — main account;-76.45;Alice;Rake
a_930;28/03/2023;Trade payables;1376.95;Bob;Hedge Trimmer
a_930;28/03/2023;Bank (Postbank) — main account;-1376.95;Bob;Hedge Trimmer
b_124;28/03/2023;Cost of merchandise, 19% input tax;20.0;Bob;Garden Hose
b_124;28/03/2023;Deductible input tax, 19%;3.8;Bob;Garden Hose
b_124;28/03/2023;Trade payables;-23.8;Bob;Garden Hose
b_160;28/03/2023;Cost of merchandise, 19% input tax;1.24;Alice;Gardening Gloves
b_160;28/03/2023;Deductible input tax, 19%;0.24;Alice;Gardening Gloves
b_160;28/03/2023;Trade payables;-1.48;Alice;Gardening Gloves
b_352;28/03/2023;Cost of merchandise, 19% input tax;64.9;Alice;Leaf Blower
b_352;28/03/2023;Deductible input tax, 19%;12.33;Alice;Leaf Blower
b_352;28/03/2023;Trade payables;-77.23;Alice;Leaf Blower
b_466;28/03/2023;Trade payables;19.11;Bob;Rake
b_466;28/03/2023;Cash-in-hand;-19.11;Bob;Rake
b_512;28/03/2023;Trade payables;20.11;Max;Shovel
b_512;28/03/2023;Cash-in-hand;-20.11;Max;Shovel
b_7;28/03/2023;Cost of merchandise, 19% input tax;1.24;David;Gardening Gloves
b_7;28/03/2023;Deductible input tax, 19%;0.24;David;Gardening Gloves
b_7;28/03/2023;Trade payables;-1.48;David;Gardening Gloves
b_82;28/03/2023;Cost of merchandise, 19% input tax;10.0;Fred;Watering Can
b_82;28/03/2023;Deductible input tax, 19%;1.9;Fred;Watering Can
b_82;28/03/2023;Trade payables;-11.9;Fred;Watering Can
c_16;28/03/2023;Trade receivables;127.44;Bob;Leaf Blower
c_16;28/03/2023;Revenue, 19% VAT;-107.09;Bob;Leaf Blower
c_16;28/03/2023;VAT payable, 19%;-20.35;Bob;Leaf Blower
c_228;28/03/2023;Trade receivables;1833.91;David;Lawn Mower
c_228;28/03/2023;Revenue, 19% VAT;-1541.1;David;Lawn Mower
c_228;28/03/2023;VAT payable, 19%;-292.81;David;Lawn Mower
c_288;28/03/2023;Trade receivables;19.64;David;Watering Can
c_288;28/03/2023;Revenue, 19% VAT;-16.5;David;Watering Can
c_288;28/03/2023;VAT payable, 19%;-3.14;David;Watering Can
c_560;28/03/2023;Bank (Postbank) — main account;141.85;Max;Garden Shears
c_560;28/03/2023;Trade receivables;-141.85;Max;Garden Shears
c_614;28/03/2023;Bank (Postbank) — main account;7.32;Max;Gardening Gloves
c_614;28/03/2023;Trade receivables;-7.32;Max;Gardening Gloves
d_5;28/03/2023;Cost of merchandise, 19% input tax;224.84;Alice;Rake
d_5;28/03/2023;Deductible input tax, 19%;42.72;Alice;Rake
d_5;28/03/2023;Trade payables;-267.56;Alice;Rake
e_261;28/03/2023;Trade receivables;4.88;Alice;Gardening Gloves
e_261;28/03/2023;Revenue, 19% VAT;-4.1;Alice;Gardening Gloves
e_261;28/03/2023;VAT payable, 19%;-0.78;Alice;Gardening Gloves
f_209;28/03/2023;Trade payables;382.11;Charlie;Shovel
f_209;28/03/2023;Bank (Postbank) — main account;-382.11;Charlie;Shovel
f_67;28/03/2023;Cost of merchandise, 19% input tax;160.0;Charlie;Garden Hose
f_67;28/03/2023;Deductible input tax, 19%;30.4;Charlie;Garden Hose
f_67;28/03/2023;Trade payables;-190.4;Charlie;Garden Hose
g_181;28/03/2023;Trade payables;1911.14;Fred;Wheelbarrow
g_181;28/03/2023;Cash-in-hand;-1911.14;Fred;Wheelbarrow
h_135;28/03/2023;Bank (Postbank) — main account;1833.91;Charlie;Lawn Mower
h_135;28/03/2023;Trade receivables;-1833.91;Charlie;Lawn Mower
h_155;28/03/2023;Bank (Postbank) — main account;254.87;Fred;Leaf Blower
h_155;28/03/2023;Trade receivables;-254.87;Fred;Leaf Blower
a_70;29/03/2023;Cost of merchandise, 19% input tax;200.0;Alice;Watering Can
a_70;29/03/2023;Deductible input tax, 19%;38.0;Alice;Watering Can
a_70;29/03/2023;Trade payables;-238.0;Alice;Watering Can
a_806;29/03/2023;Trade payables;1337.8;Bob;Wheelbarrow
a_806;29/03/2023;Bank (Postbank) — main account;-1337.8;Bob;Wheelbarrow
a_858;29/03/2023;Trade payables;869.65;Alice;Hedge Trimmer
a_858;29/03/2023;Bank (Postbank) — main account;-869.65;Alice;Hedge Trimmer
a_998;29/03/2023;Trade payables;42.98;David;Garden Shears
a_998;29/03/2023;Bank (Postbank) — main account;-42.98;David;Garden Shears
b_17;29/03/2023;Cost of merchandise, 19% input tax;20.0;Alice;Garden Hose
b_17;29/03/2023;Deductible input tax, 19%;3.8;Alice;Garden Hose
b_17;29/03/2023;Trade payables;-23.8;Alice;Garden Hose
b_407;29/03/2023;Trade payables;1.48;David;Gardening Gloves
b_407;29/03/2023;Cash-in-hand;-1.48;David;Gardening Gloves
b_500;29/03/2023;Trade payables;21.49;Alice;Garden Shears
b_500;29/03/2023;Cash-in-hand;-21.49;Alice;Garden Shears
c_533;29/03/2023;Bank (Postbank) — main account;2.44;David;Gardening Gloves
c_533;29/03/2023;Trade receivables;-2.44;David;Gardening Gloves
c_627;29/03/2023;Bank (Postbank) — main account;98.18;Bob;Watering Can
c_627;29/03/2023;Trade receivables;-98.18;Bob;Watering Can
d_250;29/03/2023;Cost of merchandise, 19% input tax;778.8;Alice;Leaf Blower
d_250;29/03/2023;Deductible input tax, 19%;147.97;Alice;Leaf Blower
d_250;29/03/2023;Trade payables;-926.77;Alice;Leaf Blower
d_332;29/03/2023;Cost of merchandise, 19% input tax;360.0;Alice;Garden Hose
d_332;29/03/2023;Deductible input tax, 19%;68.4;Alice;Garden Hose
d_332;29/03/2023;Trade payables;-428.4;Alice;Garden Hose
d_515;29/03/2023;Trade payables;279.39;Bob;Garden Shears
d_515;29/03/2023;Bank (Postbank) — main account;-279.39;Bob;Garden Shears
e_232;29/03/2023;Trade receivables;12.2;Bob;Gardening Gloves
e_232;29/03/2023;Revenue, 19% VAT;-10.25;Bob;Gardening Gloves
e_232;29/03/2023;VAT payable, 19%;-1.95;Bob;Gardening Gloves
e_343;29/03/2023;Trade receivables;117.81;Bob;Garden Hose
e_343;29/03/2023;Revenue, 19% VAT;-99.0;Bob;Garden Hose
e_343;29/03/2023;VAT payable, 19%;-18.81;Bob;Garden Hose
e_743;29/03/2023;Bank (Postbank) — main account;117.81;Bob;Garden Hose
e_743;29/03/2023;Trade receivables;-117.81;Bob;Garden Hose
g_170;29/03/2023;Trade payables;4.43;Charlie;Gardening Gloves
g_170;29/03/2023;Cash-in-hand;-4.43;Charlie;Gardening Gloves
g_254;29/03/2023;Trade payables;362.0;Fred;Shovel
g_254;29/03/2023;Cash-in-hand;-362.0;Fred;Shovel
h_48;29/03/2023;Trade receivables;157.66;Bob;Wheelbarrow
h_48;29/03/2023;Revenue, 19% VAT;-132.49;Bob;Wheelbarrow
h_48;29/03/2023;VAT payable, 19%;-25.17;Bob;Wheelbarrow
a_113;30/03/2023;Cost of merchandise, 19% input tax;2428.4;Max;Lawn Mower
a_113;30/03/2023;Deductible input tax, 19%;461.4;Max;Lawn Mower
a_113;30/03/2023;Trade payables;-2889.8;Max;Lawn Mower
a_405;30/03/2023;Cost of merchandise, 19% input tax;40.0;Max;Watering Can
a_405;30/03/2023;Deductible input tax, 19%;7.6;Max;Watering Can
a_405;30/03/2023;Trade payables;-47.6;Max;Watering Can
a_485;30/03/2023;Cost of merchandise, 19% input tax;194.7;David;Leaf Blower
a_485;30/03/2023;Deductible input tax, 19%;36.99;David;Leaf Blower
a_485;30/03/2023;Trade payables;-231.69;David;Leaf Blower
a_584;30/03/2023;Trade payables;76.45;Alice;Rake
a_584;30/03/2023;Bank (Postbank) — main account;-76.45;Alice;Rake
a_897;30/03/2023;Trade payables;38.22;Alice;Rake
a_897;30/03/2023;Bank (Postbank) — main account;-38.22;Alice;Rake
b_161;30/03/2023;Cost of merchandise, 19% input tax;10.0;Max;Watering Can
b_161;30/03/2023;Deductible input tax, 19%;1.9;Max;Watering Can
b_161;30/03/2023;Trade payables;-11.9;Max;Watering Can
b_560;30/03/2023;Trade payables;1.48;Alice;Gardening Gloves
b_560;30/03/2023;Cash-in-hand;-1.48;Alice;Gardening Gloves
b_597;30/03/2023;Trade payables;19.11;Max;Rake
b_597;30/03/2023;Cash-in-hand;-19.11;Max;Rake
b_610;30/03/2023;Trade payables;222.29;David;Lawn Mower
b_610;30/03/2023;Cash-in-hand;-222.29;David;Lawn Mower
b_634;30/03/2023;Trade payables;11.9;Bob;Watering Can
b_634;30/03/2023;Cash-in-hand;-11.9;Bob;Watering Can
b_744;30/03/2023;Trade payables;222.29;Alice;Lawn Mower
b_744;30/03/2023;Cash-in-hand;-222.29;Alice;Lawn Mower
c_103;30/03/2023;Trade receivables;366.78;David;Lawn Mower
c_103;30/03/2023;Revenue, 19% VAT;-308.22;David;Lawn Mower
c_103;30/03/2023;VAT payable, 19%;-58.56;David;Lawn Mower
c_245;30/03/2023;Trade receivables;141.85;Max;Garden Shears
c_245;30/03/2023;Revenue, 19% VAT;-119.2;Max;Garden Shears
c_245;30/03/2023;VAT payable, 19%;-22.65;Max;Garden Shears
c_40;30/03/2023;Trade receivables;33.18;Alice;Shovel
c_40;30/03/2023;Revenue, 19% VAT;-27.88;Alice;Shovel
c_40;30/03/2023;VAT payable, 19%;-5.3;Alice;Shovel
d_136;30/03/2023;Cost of merchandise, 19% input tax;110.0;Alice;Watering Can
d_136;30/03/2023;Deductible input tax, 19%;20.9;Alice;Watering Can
d_136;30/03/2023;Trade payables;-130.9;Alice;Watering Can
d_181;30/03/2023;Cost of merchandise, 19% input tax;287.3;Bob;Shovel
d_181;30/03/2023;Deductible input tax, 19%;54.59;Bob;Shovel
d_181;30/03/2023;Trade payables;-341.89;Bob;Shovel
d_330;30/03/2023;Cost of merchandise, 19% input tax;101.4;Alice;Shovel
d_330;30/03/2023;Deductible input tax, 19%;19.27;Alice;Shovel
d_330;30/03/2023;Trade payables;-120.67;Alice;Shovel
e_109;30/03/2023;Trade receivables;478.28;Bob;Hedge Trimmer
e_109;30/03/2023;Revenue, 19% VAT;-401.92;Bob;Hedge Trimmer
e_109;30/03/2023;VAT payable, 19%;-76.36;Bob;Hedge Trimmer
e_14;30/03/2023;Trade receivables;99.53;Bob;Shovel
e_14;30/03/2023;Revenue, 19% VAT;-83.64;Bob;Shovel
e_14;30/03/2023;VAT payable, 19%;-15.89;Bob;Shovel
e_154;30/03/2023;Trade receivables;509.75;Bob;Leaf Blower
e_154;30/03/2023;Revenue, 19% VAT;-428.36;Bob;Leaf Blower
e_154;30/03/2023;VAT payable, 19%;-81.39;Bob;Leaf Blower
e_235;30/03/2023;Trade receivables;472.99;Alice;Wheelbarrow
e_235;30/03/2023;Revenue, 19% VAT;-397.47;Alice;Wheelbarrow
e_235;30/03/2023;VAT payable, 19%;-75.52;Alice;Wheelbarrow
e_681;30/03/2023;Bank (Postbank) — main account;788.32;Alice;Wheelbarrow
e_681;30/03/2023;Trade receivables;-788.32;Alice;Wheelbarrow
e_748;30/03/2023;Bank (Postbank) — main account;509.75;Bob;Leaf Blower
e_748;30/03/2023;Trade receivables;-509.75;Bob;Leaf Blower
f_144;30/03/2023;Cost of merchandise, 19% input tax;176.66;Fred;Rake
f_144;30/03/2023;Deductible input tax, 19%;33.57;Fred;Rake
f_144;30/03/2023;Trade payables;-210.23;Fred;Rake
f_343;30/03/2023;Trade payables;404.6;Bob;Garden Hose
f_343;30/03/2023;Bank (Postbank) — main account;-404.6;Bob;Garden Hose
g_32;30/03/2023;Cost of merchandise, 19% input tax;669.9;Fred;Hedge Trimmer
g_32;30/03/2023;Deductible input tax, 19%;127.28;Fred;Hedge Trimmer
g_32;30/03/2023;Trade payables;-797.18;Fred;Hedge Trimmer
h_104;30/03/2023;Bank (Postbank) — main account;509.75;Fred;Leaf Blower
h_104;30/03/2023;Trade receivables;-509.75;Fred;Leaf Blower
h_115;30/03/2023;Bank (Postbank) — main account;70.92;Fred;Garden Shears
h_115;30/03/2023;Trade receivables;-70.92;Fred;Garden Shears
h_126;30/03/2023;Bank (Postbank) — main account;254.87;Charlie;Leaf Blower
h_126;30/03/2023;Trade receivables;-254.87;Charlie;Leaf Blower
a_119;31/03/2023;Cost of merchandise, 19% input tax;180.6;Alice;Garden Shears
a_119;31/03/2023;Deductible input tax, 19%;34.31;Alice;Garden Shears
a_119;31/03/2023;Trade payables;-214.91;Alice;Garden Shears
a_189;31/03/2023;Cost of merchandise, 19% input tax;287.3;Max;Shovel
a_189;31/03/2023;Deductible input tax, 19%;54.59;Max;Shovel
a_189;31/03/2023;Trade payables;-341.89;Max;Shovel
a_221;31/03/2023;Cost of merchandise, 19% input tax;67.6;Alice;Shovel
a_221;31/03/2023;Deductible input tax, 19%;12.84;Alice;Shovel
a_221;31/03/2023;Trade payables;-80.44;Alice;Shovel
a_397;31/03/2023;Cost of merchandise, 19% input tax;32.12;Alice;Rake
a_397;31/03/2023;Deductible input tax, 19%;6.1;Alice;Rake
a_397;31/03/2023;Trade payables;-38.22;Alice;Rake
a_430;31/03/2023;Cost of merchandise, 19% input tax;1157.1;Bob;Hedge Trimmer
a_430;31/03/2023;Deductible input tax, 19%;219.85;Bob;Hedge Trimmer
a_430;31/03/2023;Trade payables;-1376.95;Bob;Hedge Trimmer
a_445;31/03/2023;Cost of merchandise, 19% input tax;934.0;Max;Lawn Mower
a_445;31/03/2023;Deductible input tax, 19%;177.46;Max;Lawn Mower
a_445;31/03/2023;Trade payables;-1111.46;Max;Lawn Mower
a_821;31/03/2023;Trade payables;301.67;Max;Shovel
a_821;31/03/2023;Bank (Postbank) — main account;-301.67;Max;Shovel
a_945;31/03/2023;Trade payables;1111.46;Fred;Lawn Mower
a_945;31/03/2023;Bank (Postbank) — main account;-1111.46;Fred;Lawn Mower
b_72;31/03/2023;Cost of merchandise, 19% input tax;16.9;David;Shovel
b_72;31/03/2023;Deductible input tax, 19%;3.21;David;Shovel
b_72;31/03/2023;Trade payables;-20.11;David;Shovel
c_381;31/03/2023;Bank (Postbank) — main account;35.46;Bob;Garden Shears
c_381;31/03/2023;Trade receivables;-35.46;Bob;Garden Shears
d_411;31/03/2023;Trade payables;382.23;Bob;Wheelbarrow
d_411;31/03/2023;Bank (Postbank) — main account;-382.23;Bob;Wheelbarrow
f_289;31/03/2023;Trade payables;26.56;Charlie;Gardening Gloves
f_289;31/03/2023;Bank (Postbank) — main account;-26.56;Charlie;Gardening Gloves
f_384;31/03/2023;Trade payables;28.04;Fred;Gardening Gloves
f_384;31/03/2023;Bank (Postbank) — main account;-28.04;Fred;Gardening Gloves
g_253;31/03/2023;Trade payables;95.56;Charlie;Wheelbarrow
g_253;31/03/2023;Cash-in-hand;-95.56;Charlie;Wheelbarrow
g_50;31/03/2023;Cost of merchandise, 19% input tax;722.7;Max;Wheelbarrow
g_50;31/03/2023;Deductible input tax, 19%;137.31;Max;Wheelbarrow
g_50;31/03/2023;Cash-in-hand;-860.01;Max;Wheelbarrow
g_69;31/03/2023;Cost of merchandise, 19% input tax;16.9;Charlie;Shovel
g_69;31/03/2023;Deductible input tax, 19%;3.21;Charlie;Shovel
g_69;31/03/2023;Trade payables;-20.11;Charlie;Shovel
h_84;31/03/2023;Trade receivables;106.39;David;Garden Shears
h_84;31/03/2023;Revenue, 19% VAT;-89.4;David;Garden Shears
h_84;31/03/2023;VAT payable, 19%;-16.99;David;Garden Shears
a_689;03/04/2023;Trade payables;341.89;Max;Shovel
a_689;03/04/2023;Bank (Postbank) — main account;-341.89;Max;Shovel
b_658;03/04/2023;Trade payables;95.56;Alice;Wheelbarrow
b_658;03/04/2023;Cash-in-hand;-95.56;Alice;Wheelbarrow
d_11;03/04/2023;Cost of merchandise, 19% input tax;321.2;Bob;Wheelbarrow
d_11;03/04/2023;Deductible input tax, 19%;61.03;Bob;Wheelbarrow
d_11;03/04/2023;Trade payables;-382.23;Bob;Wheelbarrow
d_115;03/04/2023;Cost of merchandise, 19% input tax;234.78;Bob;Garden Shears
d_115;03/04/2023;Deductible input tax, 19%;44.61;Bob;Garden Shears
d_115;03/04/2023;Trade payables;-279.39;Bob;Garden Shears
d_169;03/04/2023;Cost of merchandise, 19% input tax;100.0;David;Watering Can
d_169;03/04/2023;Deductible input tax, 19%;19.0;David;Watering Can
d_169;03/04/2023;Trade payables;-119.0;David;Watering Can
d_581;03/04/2023;Trade payables;341.89;Bob;Shovel
d_581;03/04/2023;Bank (Postbank) — main account;-341.89;Bob;Shovel
d_638;03/04/2023;Trade payables;95.2;David;Garden Hose
d_638;03/04/2023;Bank (Postbank) — main account;-95.2;David;Garden Hose
e_359;03/04/2023;Trade receivables;4.88;Bob;Gardening Gloves
e_359;03/04/2023;Revenue, 19% VAT;-4.1;Bob;Gardening Gloves
e_359;03/04/2023;VAT payable, 19%;-0.78;Bob;Gardening Gloves
e_509;03/04/2023;Bank (Postbank) — main account;478.28;Bob;Hedge Trimmer
e_509;03/04/2023;Trade receivables;-478.28;Bob;Hedge Trimmer
f_229;03/04/2023;Trade payables;1720.03;Bob;Wheelbarrow
f_229;03/04/2023;Bank (Postbank) — main account;-1720.03;Bob;Wheelbarrow
x_74;03/04/2023;Salaries;2051.42;Alice;Salary Max April
x_74;03/04/2023;Bank (Postbank) — main account;-2051.42;Alice;Salary Max April
x_77;03/04/2023;Salaries;2051.42;Alice;Salary Alice April
x_77;03/04/2023;Bank (Postbank) — main account;-2051.42;Alice;Salary Alice April
x_80;03/04/2023;Salaries;2051.42;Max;Salary Bob April
x_80;03/04/2023;Cash-in-hand;-2051.42;Max;Salary Bob April
x_83;03/04/2023;Salaries;1880.65;Alice;Salary Charlie April
x_83;03/04/2023;Bank (Postbank) — main account;-1880.65;Alice;Salary Charlie April
x_86;03/04/2023;Salaries;1880.65;Alice;Salary David April
